가맹점관리,,,,
,,,,
,가맹점명,업종명,전화,가맹점주소
,봉구스 밥버거,한식,024330907,"서울 중랑구 봉화산로 55, 1층 （중화동）"
,봉구스 밥버거,한식,024369455,서울 중랑구 용마산로 388 （면목동）
,봉구스밥버거（중랑구청점）,한식,0222075090,"서울 중랑구 신내로 51, 107호 제상가동 （신내동, 성원아파트）"
,샬롬,중식,024917007,서울 중랑구 봉우재로70길 92 （망우동）
,서원,중식,0222081013,"서울 중랑구 용마산로 441,1"
,성이네천원김밥,한식,029765647,서울 중랑구 중랑역로 150 중화아파트 1동 105호（묵동）
,세븐돈까스,한식,024331644,"서울 중랑구 용마산로 557, 1층 （신내동）"
,신성묵과자점,제과점,024331650,서울 중랑구 겸재로 113 （면목동）
,신천아구찜.탕,한식,024351991,서울 중랑구 사가정로49길 33 （면목동）
,안녕 마카롱,일반대중음식,0211221111,서울 중랑구 면목로40길 16 1층
,얌샘김밥신내점,한식,024345335,"서울 중랑구 봉화산로56길 69, 1층 （신내동）"
,왕짜장,중식,024955441,"서울 중랑구 면목로29길 8, 1층 （면목동）"
,용용 떡볶이,한식,024324168,"서울 중랑구 면목로28길 17,（면목동）"
,용희네칼국수,한식,024328107,서울 중랑구 동일로 612 1층
,유유김밥,한식,024941260,"서울 중랑구 양원역로 21, 1층 （망우동）"
,이가김밥,한식,024335575,서울 중랑구 망우로 383 1층
,정원반점,중식,024335005,서울 중랑구 망우로36길 36 1층 오른쪽
,죠스떡볶이 중랑구청점,한식,0234224322,"서울 중랑구 신내로 82, 107호 （신내동, 신내14차금강프라자）"
,중국관,중식,024386491,서울 중랑구 망우1동 361-9
,중화루,중식,024342167,서울 중랑구 면목2동 147-17번지
,중화요리 하이난,중식,024938585,"서울 중랑구 동일로123길 82, 1층 （중화동）"
,진흥각,중식,024953552,서울 중랑구 면목로45길 31 （면목동）
,차이나,중식,024369601,서울 중랑구 봉우재로14길 14 （면목동）
,최가네즉석김밥,한식,024346559,서울 중랑구 동일로 826 （중화동）
,춘향이와흥부,한식,024945858,서울 중랑구 봉우재로 240 .
,태화루,중식,024345556,서울 중랑구 상봉중앙로 55 （상봉동）
,파리바게뜨,제과점,0234210061,서울 중랑구 신내2동 654번지
,파리바게뜨 신내우디안점,제과점,0234218082,"서울 중랑구 신내역로1길 85 상가 109동 107,108호"
,파리바게뜨 신내제일점,제과점,024324999,"서울 중랑구 신내로14길 18, 1층 （신내동）"
,파리바게뜨 신내중앙점,제과점,0234232641,"서울 중랑구 봉화산로 194, 1021,103,지하28,지하29호 （신내동）"
,파리바게뜨 중화역점,제과점,024338284,서울 중랑구 중화2동 303-1번지
,파리바게뜨면목역,제과점,027177720,"서울 중랑구 겸재로 181, 1층 （면목동）"
,파파존스피자（중화점）,패스트푸드,024348863,서울 중랑구 동일로 836 1층
,피자스쿨 망우우림시장점,패스트푸드,024383355,"서울 중랑구 봉우재로 239, 108호 （망우동, 천우빌딩）"
,피자스쿨 용마산역점,패스트푸드,024918181,서울 중랑구 면목로 252 1층
,피자스쿨（묵동점）,패스트푸드,0232965258,"서울 중랑구 공릉로2길 26, 1층 （묵동）"
,하루미,한식,024330992,서울 중랑구 망우로 203 129 중화동주상복합제1층
,한스델리,일반대중음식,0264062711,서울 중랑구 망우로32길 14 （상봉동）
,헬로우돈까스,한식,0222090762,서울 중랑구 동일로101길 45 （면목동）
,강서성,중식,029252002,서울 성북구 동소문로18길 24-6 .
,경복궁우동냉면,한식,029412673,"서울 성북구 인촌로 100, 1층 （안암동5가）"
,고맛소 （고속도로맛휴게소）,한식,0260145655,서울 성북구 솔샘로4길 27 1층
,곤지암한우소머리국밥 정릉점,한식,,"서울 성북구 보국문로16길 10, 1층 （정릉동）"
,국민간식333정릉점,할인점/슈퍼마켓,0263483339,"서울 성북구 솔샘로4길 46 1층 105-2,105-3호"
,금오식당,한식,029628269,서울 성북구 화랑로 162-1 （상월곡동）
,김밥천국,한식,029274500,서울 성북구 종암1동 68-1번지
,김밥천국,한식,029095948,서울 성북구 보국문로20길 22 （정릉동）
,김밥천국상월곡점,일반대중음식,029125420,"서울 성북구 장월로3길 1, B04 B05 （상월곡동, 동아다누프라자）"
,김밥하우스,한식,029594792,서울 성북구 석관1동 301-3번지
,꼬꼬스토리 석관점,한식,07077182283,서울 성북구 돌곶이로18길 23-3 1층
,꼬꼬치킨,일반대중음식,029195459,"서울 성북구 솔샘로4길 30, 1층 （정릉동）"
,나나스낵,일식,07046524049,"서울 성북구 북악산로 865, 2호 점포 （돈암동, 고명아파트）"
,내동장,중식,029121669,서울 성북구 화랑로 86 （하월곡동）
,뉴상하이,중식,029195882,서울 성북구 화랑로 277 1층
,돈즐,한식,029415057,"서울 성북구 장위로40길 41, 지하 （장위동）"
,동해루,중식,029259933,서울 성북구 화랑로11길 11-3 （하월곡동）
,동화루,중식,029152377,서울 성북구 돌곶이로27길 29-3 （장위동）
,등심이네 왕 돈까스,한식,0260839611,서울 성북구 한천로78길 36 1층
,딸기하우스,한식,029539339,"서울 성북구 보문로 109-1, 1층 （보문동2가）"
,뚜레쥬르 종암2점,제과점,029282378,서울 성북구 종암1동 25-28번지
,뚜레쥬르（종암노블레스）,제과점,029160020,"서울 성북구 종암로 90, 101 （종암동, 노블레스타워노인복지주택）"
,뚜레쥬르월곡두산점,제과점,029420052,서울 성북구 하월곡동 77 두산위브센트로 131
,롯데리아 한성대입구역점,패스트푸드,027667763,"서울 성북구 동소문로 2, 2호 （동소문동2가）"
,마마우동,한식,029095990,"서울 성북구 보국문로 92-1, 1층 （정릉동）"
,만리성,중식,029410930,서울 성북구 화랑로 168 （상월곡동）
,만리향,중식,029253355,"서울 성북구 인촌로11길 5, 2 （안암동2가）"
,맘쓰밥버거,일반대중음식,029110497,"서울 성북구 솔샘로4길 32, 1층 외1필지 좌측 （정릉동）"
,맛밥김밥,일반대중음식,029260166,서울 성북구 동소문로 115-2 （동선동4가）
,묵찌밥,한식,07082856231,"서울 성북구 종암로22길 9, 1층 （종암동）"
,미엘,제과점,029263206,서울 성북구 종암1동 70-1
,반올림,한식,029145192,서울 성북구 솔샘로4길 39 （정릉동）
,백리향,일반대중음식,029147171,서울 성북구 장월로 144 （장위동）
,별이네김밥,한식,029272896,서울 성북구 북악산로 868 （돈암동）
,보배반점하월곡점,중식,029090184,서울 성북구 종암로 184 1층（하월곡동）
,부미식당,한식,029433232,"서울 성북구 정릉로26길 28, 101호 （정릉동）"
,부자네김밥,한식,07036674322,"서울 성북구 오패산로 95, 1층 오른쪽 （하월곡동）"
,북경,중식,0211131111,서울 성북구 동소문로6길 11 1층（동소문동2가）
,블랙&아리산,중식,029189918,서울 성북구 장위로 43 .
,사보르김밥전문점,한식,029438832,서울 성북구 화랑로13길 8 （하월곡동）
,사천장,중식,029107642,서울 성북구 종암로38길 49 （하월곡동）
,삼미원,중식,029141525,서울 성북구 정릉로38나길 16 1층
,삼화분식1호점,일반대중음식,029218501,서울 성북구 보문로 104-1 （보문동1가）
,샤해루,중식,029264224,서울 성북구 삼선교로23가길 4 1층
,서울돈까스,양식,029289117,서울 성북구 보문로25길 10 （보문동2가）
,석관점（배송비）,제과점,029680220,서울 성북구 석관2동 350-1번지
,세동반점,중식,029410755,서울 성북구 장위로 40 （장위동）
,소담멸치국수,한식,029423288,서울 성북구 월곡로5길 74 1층
,손국시,일반대중음식,029146482,서울 성북구 정릉로34길 8 （정릉동）
,송강루,중식,029141309,"서울 성북구 서경로 91, 상가 102호 （정릉동, 청구아파트）"
,수아당,한식,0211121111,서울 성북구 동소문로24가길 18 1층
,수유리우동 장위점,일반대중음식,029090388,서울 성북구 장위로 58 （장위동）
,신북경,중식,029295574,"서울 성북구 정릉로27길 61-2, 101호 （정릉동）"
,썬더치킨,일반대중음식,029179991,"서울 성북구 장위로 38, 1층 （장위동）"
,양산박,중식,029148700,서울 성북구 솔샘로24길 63 （정릉동）
,엘가네（Elgane）,한식,07076220723,서울 성북구 월곡로5길 54 1층
,영빈관,중식,029232277,"서울 성북구 종암로19길 57 종암동,1층"
,오구쌀피자,패스트푸드,029595945,서울 성북구 돌곶이로 77 （석관동）
,오늘김밥,일반대중음식,029258558,"서울 성북구 보문로 157-1, 1층 （삼선동5가）"
,오즐김밥 돈암점,한식,07047362666,"서울 성북구 성북로4길 52, 스포츠센타동 지하4층 5106호 （돈암동, 한신한진아파트）"
,와플대학정릉캠퍼스,일반대중음식,07076757075,서울 성북구 보국문로 13-1 1층 （정릉동）
,저팔계,한식,029217733,서울 성북구 보문로37길 9 （삼선동4가）
,전가네 김밥천국,한식,029600777,서울 성북구 석관2동 261-159번지
,정성담은（엔씨홈푸드（주））,한식,029884170,"서울 성북구 오패산로13길 32, 1층 외2필지 （하월곡동）"
,주식회사 트리플제이앤파트너스,식품류제조업,029217199,"서울 성북구 삼선교로24길 22, 1층 （삼선동5가, 석봉빌딩）"
,주은이네손맛도시락,한식,029159194,"서울 성북구 솔샘로24길 61-3, 1층 （정릉동）"
,중국관,중식,029187854,서울 성북구 장월로23길 32 （장위동）
,천안문,중식,029438813,"서울 성북구 삼양로9길 9, 1층 （길음동）"
,청수냉면,한식,029663519,서울 성북구 돌곶이로 43-1 （석관동）
,취홍,중식,029460550,"서울 성북구 숭인로2길 56, 1층 （길음동）"
,클로버의 빵,제과점,029531008,"서울 성북구 종암로19길 17, 1층 106 （종암동, 양지빌딩）"
,파리바게뜨,일반대중음식,029680220,서울 성북구 석관2동 350-1
,파리바게뜨,제과점,029439556,"서울 성북구 오패산로 98, B동 102호 （하월곡동, 로만플라자）"
,파리바게뜨,제과점,029423757,서울 성북구 정릉동 997-2번지 1층
,파리바게뜨 （길음동부점）,제과점,029898295,"서울 성북구 삼양로 88, 1층 주출입구옆서쪽점포 지하1 （길음동）"
,파리바게뜨 （석계두산점）,제과점,029678878,"서울 성북구 한천로78길 67, 1층 （석관동）"
,파리바게뜨 （종암사거리점）,제과점,0264048295,"서울 성북구 종암로27길 18, 1층 （종암동）"
,파리바게뜨 성북구청점,제과점,029238203,서울 성북구 보문로 156-1 1-2층
,파리바게뜨 안암역점,제과점,029254103,"서울 성북구 인촌로24길 9, 1층 （안암동5가）"
,파리바게뜨 장위뉴타운점,제과점,029425627,"서울 성북구 한천로 713 515동 2-106, 107호（장위동, 상가동）"
,파리바게뜨 장위동방점,제과점,029418210,서울 성북구 장위로 39 （장위동）
,파리바게뜨 장위참누리점,제과점,029145777,"서울 성북구 월계로40길 7, 106-2 （장위동）"
,파리바게뜨 정릉서경점,제과점,029119122,서울 성북구 서경로 78 제1층 제101호 （정릉동）
,파리바게뜨 정릉점,제과점,029146913,서울 성북구 정릉동 403-9번지 외3필지 1층
,파리바게뜨 정릉제일,제과점,029108002,"서울 성북구 정릉로 307, B121호 길음뉴타운 （정릉동）"
,파리바게뜨 한성대역점,제과점,027475082,"서울 성북구 동소문로 11 （동소문동1가, 세화빌딩）"
,파리바게뜨（길음역점）,제과점,029423830,"서울 성북구 동소문로 248 （길음동,삼부아파트상가102동15,A,21,B"
,파리바게뜨（월곡동아지점）,제과점,029421593,서울 성북구 장월로1길 33 （상월곡동）
,파리바게뜨（정릉국민대점）,제과점,029134264,"서울 성북구 정릉로10길 37, 1층 （정릉동）"
,파리바게뜨보문역점,제과점,029290059,서울 성북구 보문로 119 （보문동2가）
,파리바게뜨정릉풍림,제과점,029198202,서울 성북구 정릉4동 239번지 정릉풍림아이원상가 2호105호
,파리바게뜨종암,제과점,029193030,서울 성북구 종암2동 16-20
,피자스쿨 성북점,패스트푸드,027477778,서울 성북구 성북로 24-1 1층 성북동
,피자스쿨 장위고개점,일반대중음식,07070714448,서울 성북구 장위로 51 （장위동）
,피자스쿨장위점,패스트푸드,029188585,서울 성북구 돌곶이로 154 1층 장위동
,한솥 서경대점,한식,029181007,"서울 성북구 서경로 86, 103 （정릉동）"
,한솥도시락,일반대중음식,029271830,서울 성북구 고려대로 102 1층
,한솥도시락（종암점）,일반대중음식,029538377,"서울 성북구 종암로5길 29, 102호 （종암동）"
,향원,중식,029418222,서울 성북구 오패산로 51 지층 일부（하월곡동）
,허가네해장국,한식,029410747,"서울 성북구 장월로 109, 1층 （장위동）"
,홍빠오,중식,029099898,서울 성북구 종암로11길 8 1층
,화원정,중식,029135599,서울 성북구 종암2동 3-214호
